,Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year
4469,Volkswagen,Jetta,2013,Sedan,188823.0,1984.0,Metan/Propan,Automatic,8200.0,9,20980.33333333333
4470,BMW,Rare,2015,Crossover,62000.0,2000.0,Petrol,Automatic,21599.0,7,8857.142857142857
4471,BMW,Rare,2017,Hatchback,20000.0,647.0,Electric,Automatic,25999.0,5,4000.0
4472,Toyota,Avalon,2007,Sedan,177000.0,3500.0,Metan/Propan,Automatic,8490.0,15,11800.0
4473,Audi,Rare,2016,Sedan,55000.0,3000.0,Petrol,Automatic,29999.0,6,9166.666666666666
4474,Mercedes,Vito,2004,Universal,289000.0,2200.0,Diesel,Automatic,8999.0,18,16055.555555555557
4475,Mitsubishi,Outlander,2014,SUV,202451.0,2000.0,Plug-in Hybrid,Automatic,12499.0,8,25306.375
4476,Mercedes,Viano,2011,Universal,262000.0,2200.0,Diesel,Automatic,18999.0,11,23818.18181818182
4477,Lexus,NX Series,2015,Crossover,115000.0,2500.0,Hybrid,Automatic,26199.0,7,16428.571428571428
4478,Mercedes,Rare,2008,SUV,315000.0,3000.0,Diesel,Automatic,22000.0,14,22500.0
4479,Lexus,Es Series,2014,Sedan,124000.0,2500.0,Hybrid,Automatic,17199.0,8,15500.0
4480,Renault,Megane,2016,Universal,193000.0,1600.0,Diesel,Manual,9999.0,6,32166.666666666668
4481,Volkswagen,Transporter,2010,Universal,242000.0,2000.0,Diesel,Manual,8699.0,12,20166.666666666668
4482,Volkswagen,Tiguan,2011,Crossover,130000.0,1400.0,Petrol,Manual,10599.0,11,11818.181818181818
4483,Mercedes,E Class,2011,Sedan,128000.0,1800.0,Petrol,Automatic,14999.0,11,11636.363636363636
4484,Renault,Rare,2013,Crossover,118000.0,1200.0,Petrol,Automatic,9999.0,9,13111.111111111111
4485,Mercedes,A Class,2011,Hatchback,151000.0,1500.0,Petrol,Automatic,6999.0,11,13727.272727272728
4486,Suzuki,Rare,2005,Hatchback,250000.0,1400.0,Metan/Propan,Manual,3150.0,17,14705.882352941177
4487,KIA,Rare,2010,Hatchback,179000.0,1400.0,Diesel,Manual,5999.0,12,14916.666666666666
4488,Dacia,Logan Mcv,2011,Minivan,112000.0,1500.0,Diesel,Manual,5900.0,11,10181.818181818182
4489,Hyundai,Santa FE,2013,Crossover,169000.0,2200.0,Diesel,Automatic,17999.0,9,18777.777777777777
4490,Volkswagen,Caddy,2008,Minivan,260000.0,1900.0,Diesel,Manual,5400.0,14,18571.42857142857
4491,Renault,Kangoo,2013,Universal,163000.0,1500.0,Diesel,Manual,6199.0,9,18111.11111111111
4492,Toyota,Rav 4,2014,Crossover,143000.0,2000.0,Diesel,Manual,18499.0,8,17875.0
4493,Audi,A4,2014,Sedan,174000.0,2000.0,Petrol,Automatic,13999.0,8,21750.0
4494,Volkswagen,Golf,2017,Universal,101000.0,1800.0,Petrol,Automatic,13490.0,5,20200.0
4495,Mercedes,Vito,2014,Universal,264000.0,2200.0,Diesel,Automatic,11999.0,8,33000.0
4496,Volkswagen,Transporter,2012,Universal,220000.0,2000.0,Diesel,Manual,9699.0,10,22000.0
4497,Audi,Q5,2016,SUV,54700.0,2000.0,Petrol,Automatic,19999.0,6,9116.666666666666
4498,Land Rover,Rare,2012,Crossover,190000.0,2000.0,Petrol,Automatic,15499.0,10,19000.0
4499,Skoda,Octavia,2015,Universal,191000.0,1600.0,Diesel,Manual,12699.0,7,27285.714285714286
4500,Mercedes,E Class,2015,Sedan,203000.0,2000.0,Metan/Propan,Automatic,14499.0,7,29000.0
4501,Mercedes,Vito,2012,Universal,261000.0,2200.0,Diesel,Automatic,11499.0,10,26100.0
4502,Opel,Astra,2011,Universal,186000.0,1300.0,Diesel,Manual,6699.0,11,16909.090909090908
4503,Nissan,Qashqai,2014,Crossover,146000.0,1500.0,Diesel,Manual,12699.0,8,18250.0
4504,Mercedes,E Class,2013,Universal,199000.0,2200.0,Diesel,Automatic,17499.0,9,22111.11111111111
4505,Chevrolet,Rare,2018,Crossover,90000.0,1400.0,Petrol,Automatic,9999.0,4,22500.0
4506,Opel,Astra,2012,Universal,169000.0,1400.0,Petrol,Manual,5000.0,10,16900.0
4507,BMW,Rare,2015,Coupe,83000.0,2000.0,Petrol,Automatic,18000.0,7,11857.142857142857
4508,Mitsubishi,Rare,2011,Crossover,256000.0,2500.0,Diesel,Manual,12350.0,11,23272.727272727272
4509,Renault,Scenic,2013,Universal,163000.0,1500.0,Diesel,Automatic,8999.0,9,18111.11111111111
4510,Subaru,Rare,2011,Hatchback,132000.0,1400.0,Diesel,Automatic,7699.0,11,12000.0
4511,Mercedes,Vito,2014,Universal,209000.0,2200.0,Diesel,Manual,12199.0,8,26125.0
4512,Volkswagen,Golf,2014,Combi,220000.0,1598.0,Diesel,Automatic,9950.0,8,27500.0
4513,Dacia,Logan,2007,Minivan,193000.0,1390.0,Metan/Propan,Manual,2899.0,15,12866.666666666666
4514,Fiat,Rare,2011,Hatchback,114000.0,1400.0,Petrol,Automatic,5999.0,11,10363.636363636364
4515,Toyota,Prius,2019,Sedan,17000.0,1800.0,Hybrid,Automatic,19999.0,3,5666.666666666667
4516,Skoda,Superb,2015,Sedan,102000.0,2000.0,Petrol,Automatic,16500.0,7,14571.42857142857
4517,Mercedes,Vito,2013,Universal,232000.0,2200.0,Diesel,Manual,11499.0,9,25777.777777777777
4518,Volkswagen,Polo,2011,Hatchback,170100.0,1199.0,Diesel,Manual,5350.0,11,15463.636363636364
4519,Subaru,Rare,2013,Crossover,82000.0,2000.0,Petrol,Automatic,10799.0,9,9111.111111111111
4520,Mercedes,M Class,2008,SUV,336600.0,3200.0,Diesel,Automatic,14000.0,14,24042.85714285714
4521,Toyota,Prius,2010,Sedan,189000.0,1800.0,Hybrid,Automatic,8199.0,12,15750.0
4522,Mercedes,Vito,2013,Universal,299000.0,2200.0,Diesel,Automatic,10999.0,9,33222.22222222222
4523,Mitsubishi,Outlander,2014,Crossover,245000.0,2000.0,Plug-in Hybrid,Automatic,12000.0,8,30625.0
4524,Nissan,Rare,2012,Hatchback,187000.0,1500.0,Diesel,Manual,6999.0,10,18700.0
4525,Hyundai,Tucson,2015,Crossover,153000.0,2000.0,Diesel,Automatic,17900.0,7,21857.14285714286
4526,Lexus,CT Series,2012,Hatchback,128000.0,1800.0,Hybrid,Automatic,12500.0,10,12800.0
4527,Mercedes,Vito,2011,Universal,289000.0,2200.0,Diesel,Manual,9399.0,11,26272.727272727272
4528,Volvo,XC90,2007,Crossover,270000.0,3200.0,Metan/Propan,Automatic,8800.0,15,18000.0
4529,Hyundai,Santa FE,2014,Crossover,155000.0,2000.0,Petrol,Automatic,14999.0,8,19375.0
4530,Mercedes,E Class,2015,Sedan,229000.0,2000.0,Metan/Propan,Automatic,15999.0,7,32714.285714285717
4531,Skoda,Fabia,2016,Universal,174000.0,1400.0,Diesel,Manual,6999.0,6,29000.0
4532,Seat,Ibiza,2011,Universal,161200.0,1199.0,Diesel,Manual,4900.0,11,14654.545454545454
4533,Renault,Talisman,2016,Sedan,131000.0,1500.0,Diesel,Manual,10999.0,6,21833.33333333333
4534,Volkswagen,Caddy,2013,Microvan,188400.0,2000.0,Diesel,Manual,7700.0,9,20933.33333333333
4535,Volkswagen,Transporter,2010,Universal,242600.0,2000.0,Diesel,Manual,8599.0,12,20216.666666666668
4536,Volvo,XC90,2013,Crossover,208000.0,2400.0,Diesel,Automatic,19999.0,9,23111.11111111111
4537,Toyota,Auris,2012,Hatchback,157000.0,1800.0,Hybrid,Automatic,8599.0,10,15700.0
4538,Lexus,IS Series,2016,Sedan,170000.0,2500.0,Hybrid,Automatic,17500.0,6,28333.33333333333
4539,Hyundai,Sonata,2014,Universal,194000.0,2000.0,Metan/Propan,Automatic,10599.0,8,24250.0
4540,BMW,X5,2006,Sedan,300000.0,300.0,Diesel,Automatic,3500.0,16,18750.0
4541,Audi,Q5,2015,Crossover,111000.0,2000.0,Petrol,Automatic,19799.0,7,15857.142857142857
4542,Nissan,Qashqai,2011,Crossover,180000.0,1500.0,Diesel,Manual,8899.0,11,16363.636363636364
4543,Audi,A6,2012,Sedan,193000.0,2000.0,Diesel,Automatic,17600.0,10,19300.0
4544,Mercedes,M Class,2008,SUV,260000.0,3000.0,Diesel,Automatic,18000.0,14,18571.42857142857
4545,Hyundai,Tucson,2010,Crossover,125000.0,2000.0,Metan/Propan,Manual,9699.0,12,10416.666666666666
4546,Audi,A4,2012,Universal,173000.0,2000.0,Petrol,Automatic,14999.0,10,17300.0
4547,Volkswagen,Golf,2010,Universal,200000.0,1200.0,Petrol,Manual,5500.0,12,16666.666666666668
4548,Toyota,Yaris,2018,Hatchback,28000.0,1000.0,Petrol,Manual,8150.0,4,7000.0
4549,Toyota,Auris,2013,Hatchback,180600.0,1800.0,Hybrid,Automatic,10700.0,9,20066.666666666668
4550,BMW,Rare,2017,Crossover,47000.0,2000.0,Petrol,Automatic,22500.0,5,9400.0
4551,Ford,Fusion,2014,Sedan,107000.0,2000.0,Plug-in Hybrid,Automatic,11999.0,8,13375.0
4552,Seat,Rare,2012,Universal,157000.0,1400.0,Petrol,Automatic,10199.0,10,15700.0
4553,Opel,Combo,2013,Universal,179000.0,1400.0,Metan/Propan,Manual,4999.0,9,19888.88888888889
4554,Mercedes,Rare,2016,Universal,84000.0,1461.0,Diesel,Manual,18900.0,6,14000.0
4555,BMW,5 Series,2017,Sedan,61700.0,2000.0,Diesel,Automatic,33999.0,5,12340.0
4556,BMW,3 Series,2005,Sedan,132000.0,1971.0,Petrol,Automatic,6700.0,17,7764.705882352941
4557,Peugeot,206,2010,Hatchback,158000.0,1400.0,Diesel,Manual,2900.0,12,13166.666666666666
4558,Toyota,Rare,2012,Hatchback,160000.0,1400.0,Diesel,Manual,6999.0,10,16000.0
4559,Opel,Zafira,2015,Universal,139000.0,1400.0,Petrol,Automatic,9199.0,7,19857.14285714286
4560,Hyundai,Rare,2000,Minivan,250000.0,2500.0,Diesel,Manual,2300.0,22,11363.636363636364
4561,BMW,3 Series,2015,Universal,199000.0,2000.0,Diesel,Automatic,15000.0,7,28428.571428571428
4562,Citroen,Rare,2012,Hatchback,172500.0,1400.0,Diesel,Automatic,6350.0,10,17250.0
4563,Toyota,C-HR,2018,Crossover,100000.0,1800.0,Hybrid,Automatic,19000.0,4,25000.0
4564,Nissan,Qashqai,2017,Crossover,126000.0,1500.0,Diesel,Manual,15499.0,5,25200.0
4565,BMW,5 Series,2012,Universal,234000.0,1998.0,Diesel,Automatic,15500.0,10,23400.0
4566,Audi,Rare,2012,Hatchback,158000.0,1400.0,Petrol,Automatic,8499.0,10,15800.0
4567,Audi,Q5,2017,Crossover,52000.0,2000.0,Petrol,Automatic,22699.0,5,10400.0
4568,Volkswagen,Passat,2014,Sedan,166000.0,1798.0,Petrol,Automatic,9599.0,8,20750.0
4569,Mercedes,E Class,2016,Sedan,194000.0,2200.0,Diesel,Automatic,27999.0,6,32333.33333333333
4570,Renault,Scenic,2013,Hatchback,255000.0,1500.0,Diesel,Manual,6399.0,9,28333.33333333333
4571,Toyota,Corolla,2007,Sedan,229000.0,1400.0,Diesel,Manual,6599.0,15,15266.666666666666
4572,Mercedes,Vito,2010,Universal,268000.0,2200.0,Diesel,Manual,8999.0,12,22333.33333333333
4573,Hyundai,Rare,2012,Universal,190000.0,1700.0,Diesel,Automatic,10199.0,10,19000.0
4574,Mercedes,Vito,2010,Universal,255000.0,2200.0,Diesel,Manual,8699.0,12,21250.0
4575,Volvo,XC90,2006,Crossover,32400.0,2400.0,Diesel,Manual,7050.0,16,2025.0
4576,Toyota,Auris,2010,Hatchback,199000.0,1400.0,Diesel,Manual,6199.0,12,16583.333333333332
4577,Audi,A5,2013,Coupe,141000.0,2000.0,Petrol,Automatic,13999.0,9,15666.666666666666
4578,Toyota,Auris,2016,Universal,146000.0,1800.0,Hybrid,Automatic,11199.0,6,24333.33333333333
4579,Mercedes,C Class,2009,Universal,220000.0,2200.0,Diesel,Manual,8699.0,13,16923.076923076922
4580,Nissan,Almera,2005,Hatchback,284431.0,1500.0,Diesel,Manual,3000.0,17,16731.235294117647
4581,Volkswagen,Golf,2013,Universal,177000.0,1400.0,Petrol,Automatic,8999.0,9,19666.666666666668
4582,Mercedes,GLK Class,2011,Crossover,189000.0,2200.0,Diesel,Automatic,16999.0,11,17181.81818181818
4583,Volkswagen,Golf,2011,Hatchback,137000.0,1400.0,Petrol,Manual,7199.0,11,12454.545454545454
4584,Mercedes,GLK Class,2013,Crossover,160000.0,2200.0,Diesel,Automatic,19999.0,9,17777.777777777777
4585,Volvo,XC60,2017,Crossover,138500.0,2000.0,Diesel,Automatic,24800.0,5,27700.0
4586,Toyota,Auris,2016,Universal,128000.0,1800.0,Hybrid,Automatic,12500.0,6,21333.33333333333
4587,Volkswagen,Golf,2011,Hatchback,151000.0,1400.0,Petrol,Manual,7999.0,11,13727.272727272728
4588,Skoda,Superb,2012,Sedan,140000.0,1400.0,Petrol,Manual,8799.0,10,14000.0
4589,Nissan,Primera,1997,Hatchback,230000.0,200.0,Petrol,Manual,1600.0,25,9200.0
4590,Volkswagen,Passat,2006,Sedan,375000.0,2000.0,Diesel,Manual,5500.0,16,23437.5
4591,Volkswagen,Transporter,2011,Universal,266000.0,2000.0,Diesel,Manual,10999.0,11,24181.81818181818
4592,Skoda,Octavia,2014,Sedan,140000.0,1400.0,Petrol,Manual,8900.0,8,17500.0
4593,Opel,Astra,2015,Universal,170000.0,1400.0,Metan/Propan,Manual,7999.0,7,24285.714285714286
4594,Mercedes,Rare,2015,Minivan,198000.0,1500.0,Diesel,Manual,6199.0,7,28285.714285714286
4595,Audi,Rare,2012,Universal,173000.0,2000.0,Petrol,Automatic,14999.0,10,17300.0
4596,Renault,Grand Scenic,2015,Universal,168000.0,1461.0,Diesel,Automatic,8999.0,7,24000.0
4597,Lexus,IS Series,2016,Sedan,178000.0,2500.0,Hybrid,Automatic,16900.0,6,29666.666666666668
4598,Audi,A6,2001,Universal,299000.0,2500.0,Diesel,Manual,5699.0,21,14238.09523809524
4599,Skoda,Fabia,2011,Universal,181000.0,1200.0,Diesel,Manual,4899.0,11,16454.545454545456
4600,Skoda,Superb,2013,Sedan,142000.0,2000.0,Diesel,Automatic,15999.0,9,15777.777777777776
4601,Audi,A4,2012,Universal,168000.0,2000.0,Petrol,Automatic,12199.0,10,16800.0
4602,Audi,A4,2013,Universal,199000.0,1800.0,Petrol,Automatic,10499.0,9,22111.11111111111
4603,Volkswagen,Golf,2011,Universal,161000.0,1400.0,Petrol,Manual,7300.0,11,14636.363636363636
4604,Opel,Insignia,2010,Universal,200000.0,200.0,Diesel,Manual,7800.0,12,16666.666666666668
4605,Mercedes,E Class,2006,Sedan,333333.0,2200.0,Diesel,Manual,6800.0,16,20833.3125
4606,Volkswagen,Golf,2015,Hatchback,191000.0,1400.0,Plug-in Hybrid,Automatic,11999.0,7,27285.714285714286
4607,Mercedes,B Class,2011,Minivan,203150.0,2000.0,Metan/Propan,Automatic,6499.0,11,18468.18181818182
4608,Audi,Q5,2013,Crossover,185000.0,2000.0,Diesel,Automatic,20599.0,9,20555.555555555555
4609,Skoda,Rare,2014,Universal,144000.0,2000.0,Petrol,Automatic,13699.0,8,18000.0
4610,Volkswagen,Polo,2011,Hatchback,180000.0,1200.0,Diesel,Manual,5500.0,11,16363.636363636364
4611,Volkswagen,Tiguan,2011,Crossover,133000.0,1400.0,Petrol,Manual,8199.0,11,12090.90909090909
4612,Skoda,Superb,2012,Sedan,130000.0,1800.0,Petrol,Manual,10599.0,10,13000.0
4613,Subaru,Rare,2008,Universal,175412.0,2000.0,Metan/Propan,Automatic,6500.0,14,12529.42857142857
4614,BMW,X6,2015,SUV,128500.0,3000.0,Diesel,Automatic,38500.0,7,18357.14285714286
4615,Hyundai,Tucson,2017,Crossover,55000.0,2000.0,Petrol,Automatic,16200.0,5,11000.0
4616,BMW,X3,2020,SUV,16000.0,2000.0,Petrol,Automatic,26500.0,2,8000.0
4617,Volvo,XC60,2009,Crossover,156000.0,2400.0,Diesel,Automatic,14200.0,13,12000.0
4618,Skoda,Superb,2016,Hatchback,176000.0,2000.0,Diesel,Automatic,17499.0,6,29333.33333333333
4619,Ford,C-Max,2013,Universal,174000.0,2000.0,Hybrid,Automatic,7999.0,9,19333.33333333333
4620,Hyundai,ix35,2014,Crossover,165250.0,1700.0,Diesel,Manual,11499.0,8,20656.25
4621,Volkswagen,Transporter,2011,Universal,219000.0,2000.0,Diesel,Manual,9199.0,11,19909.090909090908
4622,Porsche,Cayenne,2015,SUV,122450.0,3000.0,Diesel,Automatic,38500.0,7,17492.85714285714
4623,Opel,Zafira,2000,Minivan,254210.0,2000.0,Diesel,Manual,3199.0,22,11555.0
4624,BMW,Rare,2018,Sedan,51200.0,4400.0,Petrol,Automatic,85000.0,4,12800.0
4625,KIA,Sportage,2019,SUV,47000.0,1600.0,Petrol,Automatic,18100.0,3,15666.666666666666
4626,Hyundai,Tucson,2016,SUV,138000.0,1985.0,Diesel,Automatic,17900.0,6,23000.0
4627,Toyota,Auris,2018,Hatchback,13000.0,1798.0,Hybrid,Automatic,18200.0,4,3250.0
4628,Toyota,Camry,2017,Sedan,56000.0,2500.0,Hybrid,Automatic,17400.0,5,11200.0
4629,Vaz,2121niva,1988,SUV,62000.0,1600.0,Petrol,Manual,3300.0,34,1823.5294117647056
4630,Toyota,Prius,2017,Sedan,78000.0,1800.0,Hybrid,Automatic,13499.0,5,15600.0
4631,Mercedes,E Class,2012,Sedan,257000.0,1800.0,Metan/Propan,Automatic,13699.0,10,25700.0
4632,Dacia,Logan,2017,Sedan,139182.0,1500.0,Diesel,Manual,7999.0,5,27836.4
4633,Volkswagen,Sharan,2011,Microvan,183784.0,1400.0,Petrol,Manual,9950.0,11,16707.636363636364
4634,BMW,5 Series,2017,Sedan,65000.0,2000.0,Diesel,Automatic,41999.0,5,13000.0
4635,Ford,Transit Connect,2010,Minivan,181000.0,1800.0,Diesel,Manual,4999.0,12,15083.333333333334
4636,Toyota,Camry,2013,Sedan,126000.0,2500.0,Hybrid,Automatic,12399.0,9,14000.0
4637,Volvo,XC60,2014,Crossover,182000.0,2000.0,Diesel,Automatic,18999.0,8,22750.0
4638,Audi,Rare,2012,Hatchback,144000.0,1400.0,Petrol,Automatic,11199.0,10,14400.0
4639,Chevrolet,Rare,2018,Crossover,61500.0,1400.0,Petrol,Automatic,11699.0,4,15375.0
4640,Audi,A6,2001,Sedan,270000.0,2500.0,Diesel,Automatic,5499.0,21,12857.142857142857
4641,Honda,CR-V,2015,Crossover,171000.0,1600.0,Diesel,Automatic,18999.0,7,24428.571428571428
4642,Mercedes,Vito,2009,Universal,268000.0,2200.0,Diesel,Manual,8199.0,13,20615.384615384617
4643,Citroen,Rare,2010,Hatchback,60000.0,1600.0,Petrol,Manual,7699.0,12,5000.0
4644,Skoda,Octavia,2015,Universal,220000.0,1400.0,Petrol,Automatic,8499.0,7,31428.571428571428
4645,Chevrolet,Rare,2019,Crossover,67000.0,1400.0,Petrol,Automatic,10999.0,3,22333.33333333333
4646,BMW,5 Series,2012,Sedan,140000.0,2000.0,Petrol,Automatic,14999.0,10,14000.0
4647,Audi,A6,2011,Sedan,92000.0,3000.0,Petrol,Automatic,15900.0,11,8363.636363636364
4648,BMW,Rare,2014,Crossover,191000.0,2000.0,Petrol,Automatic,20500.0,8,23875.0
4649,Mercedes,GLK Class,2012,Crossover,130000.0,2200.0,Diesel,Automatic,16999.0,10,13000.0
4650,Mercedes,GLK Class,2013,Crossover,137000.0,2200.0,Diesel,Automatic,19999.0,9,15222.222222222224
4651,Toyota,Avalon,2016,Sedan,170000.0,2500.0,Hybrid,Automatic,19199.0,6,28333.33333333333
4652,KIA,Sportage,2012,Crossover,84000.0,2000.0,Petrol,Automatic,11750.0,10,8400.0
4653,BMW,X5,2011,SUV,155000.0,3000.0,Diesel,Automatic,24650.0,11,14090.90909090909
4654,Dacia,Logan,2005,Sedan,600000.0,1400.0,Metan/Propan,Manual,1400.0,17,35294.117647058825
4655,Mazda,3,2014,Sedan,68000.0,2000.0,Petrol,Automatic,10500.0,8,8500.0
4656,Skoda,Superb,2011,Sedan,176000.0,1400.0,Petrol,Manual,7000.0,11,16000.0
4657,Opel,Astra,2000,Universal,230000.0,1800.0,Petrol,Manual,2000.0,22,10454.545454545454
4658,Mitsubishi,Outlander,2013,Crossover,203000.0,2000.0,Plug-in Hybrid,Automatic,12700.0,9,22555.555555555555
4659,Dacia,Logan Mcv,2016,Universal,137290.0,1500.0,Diesel,Manual,8299.0,6,22881.666666666668
4660,Ford,Rare,2009,Hatchback,129500.0,1400.0,Diesel,Manual,5500.0,13,9961.53846153846
4661,Dacia,Duster,2011,Crossover,210000.0,1461.0,Diesel,Manual,7390.0,11,19090.90909090909
4662,Toyota,Camry,2016,Sedan,25000.0,2500.0,Hybrid,Automatic,16300.0,6,4166.666666666667
4663,Nissan,Micra,2005,Hatchback,258000.0,1400.0,Petrol,Automatic,3500.0,17,15176.470588235294
4664,BMW,5 Series,2018,Sedan,54000.0,2993.0,Diesel,Automatic,45500.0,4,13500.0
4665,Seat,Ibiza,2013,Universal,186500.0,1200.0,Diesel,Manual,5350.0,9,20722.222222222223
4666,BMW,X6,2017,Coupe,159000.0,2998.0,Diesel,Automatic,44600.0,5,31800.0
4667,Mercedes,Viano,2006,Microvan,235000.0,2200.0,Diesel,Manual,8200.0,16,14687.5
4668,Renault,Rare,2015,Universal,73000.0,1200.0,Petrol,Automatic,10999.0,7,10428.57142857143
4669,Volkswagen,Caddy,2013,Minivan,119000.0,1600.0,Diesel,Manual,8499.0,9,13222.222222222224
4670,Lincoln,Rare,2013,Sedan,180000.0,2000.0,Hybrid,Automatic,12499.0,9,20000.0
4671,Volkswagen,Caddy,2011,Combi,138000.0,1600.0,Diesel,Manual,4999.0,11,12545.454545454546
4672,Mazda,6,2008,Sedan,220000.0,1800.0,Petrol,Manual,6499.0,14,15714.285714285714
4673,Mazda,323,2003,Hatchback,340000.0,1600.0,Petrol,Manual,2399.0,19,17894.736842105263
4674,BMW,5 Series,2002,Sedan,264000.0,2000.0,Metan/Propan,Manual,3699.0,20,13200.0
4675,Opel,Astra,2011,Universal,169000.0,1300.0,Diesel,Manual,5899.0,11,15363.636363636364
4676,Audi,A6,2016,Sedan,119000.0,2000.0,Petrol,Manual,22999.0,6,19833.33333333333
4677,BMW,X5,2014,SUV,175000.0,3000.0,Diesel,Automatic,39999.0,8,21875.0
4678,Dacia,Rare,2013,Minivan,135000.0,1200.0,Petrol,Manual,5899.0,9,15000.0
4679,Volkswagen,Caddy,2000,Combi,100000.0,1900.0,Diesel,Manual,500.0,22,4545.454545454545
4680,Land Rover,Range Rover,2011,SUV,230000.0,3600.0,Diesel,Automatic,23999.0,11,20909.090909090908
4681,Toyota,Rare,2012,Universal,187000.0,1800.0,Hybrid,Automatic,9299.0,10,18700.0
4682,Nissan,Qashqai,2011,Crossover,174000.0,1500.0,Diesel,Manual,8249.0,11,15818.181818181818
4683,Chevrolet,Rare,2018,Sedan,47000.0,1400.0,Petrol,Automatic,9699.0,4,11750.0
4684,Volkswagen,Passat,2017,Sedan,80000.0,2000.0,Petrol,Automatic,14399.0,5,16000.0
4685,Audi,Q7,2017,SUV,50000.0,3000.0,Petrol,Automatic,38999.0,5,10000.0
4686,Skoda,Rapid,2018,Sedan,47000.0,1000.0,Petrol,Manual,10799.0,4,11750.0
4687,Toyota,Land Cruiser,2008,SUV,160000.0,4600.0,Petrol,Automatic,21999.0,14,11428.57142857143
4688,Volkswagen,Polo,2011,Hatchback,180000.0,1200.0,Petrol,Manual,5700.0,11,16363.636363636364
4689,Renault,Rare,2008,Sedan,199000.0,1460.0,Diesel,Automatic,3650.0,14,14214.285714285714
4690,Honda,CR-V,2005,SUV,170000.0,2000.0,Metan/Propan,Automatic,8100.0,17,10000.0
4691,Fiat,Rare,2012,Universal,167000.0,1300.0,Diesel,Manual,4350.0,10,16700.0
4692,Chevrolet,Rare,2012,Crossover,150220.0,2400.0,Petrol,Automatic,9600.0,10,15022.0
4693,Porsche,Rare,2019,SUV,44000.0,2000.0,Petrol,Automatic,54990.0,3,14666.666666666666
4694,Toyota,Yaris,2013,Hatchback,160000.0,1500.0,Hybrid,Automatic,7900.0,9,17777.777777777777
4695,Toyota,Land Cruiser Prado,2008,SUV,70000.0,2694.0,Metan/Propan,Automatic,19000.0,14,5000.0
4696,Ford,Fusion,2014,Sedan,160000.0,1999.0,Plug-in Hybrid,Automatic,11850.0,8,20000.0
4697,Volkswagen,Touran,2007,Universal,256000.0,1400.0,Petrol,Automatic,6000.0,15,17066.666666666668
4698,Dacia,Logan Mcv,2008,Universal,387300.0,1400.0,Metan/Propan,Manual,2750.0,14,27664.285714285717
4699,Audi,A4,2012,Universal,192000.0,2000.0,Diesel,Automatic,15499.0,10,19200.0
4700,Subaru,Rare,2011,Hatchback,178000.0,1400.0,Diesel,Automatic,6999.0,11,16181.818181818182
4701,Audi,A4,2008,Universal,198000.0,2000.0,Diesel,Automatic,7999.0,14,14142.857142857143
4702,Skoda,Octavia,2010,Universal,176000.0,1200.0,Petrol,Manual,6799.0,12,14666.666666666666
4703,Lexus,RX Series,2010,Crossover,179000.0,3500.0,Hybrid,Automatic,18600.0,12,14916.666666666666
4704,Renault,Kadjar,2016,Crossover,121468.0,1500.0,Diesel,Automatic,12699.0,6,20244.666666666668
4705,Chevrolet,Aveo,2004,Sedan,230000.0,1598.0,Petrol,Automatic,2600.0,18,12777.777777777776
4706,Honda,Rare,2011,Hatchback,140000.0,1400.0,Hybrid,Automatic,7699.0,11,12727.272727272728
4707,Volkswagen,Golf,2011,Hatchback,175300.0,1400.0,Petrol,Manual,7600.0,11,15936.363636363636
4708,Volkswagen,Sharan,2010,Universal,198000.0,2000.0,Diesel,Manual,12199.0,12,16500.0
4709,BMW,X6,2017,Crossover,123000.0,3000.0,Diesel,Automatic,51999.0,5,24600.0
4710,Volvo,XC90,2010,Crossover,198600.0,2400.0,Diesel,Automatic,18000.0,12,16550.0
4711,Nissan,Qashqai,2010,Crossover,174300.0,1500.0,Diesel,Manual,8700.0,12,14525.0
4712,Ford,Fusion,2018,Sedan,134000.0,2000.0,Hybrid,Automatic,16499.0,4,33500.0
4713,Mercedes,E Class,2017,Sedan,34000.0,2000.0,Petrol,Automatic,35000.0,5,6800.0
4714,Skoda,Rapid,2020,Sedan,17000.0,1600.0,Petrol,Manual,13000.0,2,8500.0
4715,Renault,Clio,2015,Universal,164642.0,1500.0,Diesel,Automatic,7999.0,7,23520.285714285717
4716,KIA,Rare,2017,Hatchback,122000.0,1600.0,Hybrid,Automatic,13400.0,5,24400.0
4717,Lexus,RX Series,2013,Crossover,122223.0,3500.0,Hybrid,Automatic,21500.0,9,13580.333333333334
4718,BMW,5 Series,2014,Sedan,130000.0,2000.0,Diesel,Automatic,18799.0,8,16250.0
4719,Mercedes,Viano,2006,SUV,273000.0,2200.0,Diesel,Manual,8500.0,16,17062.5
4720,Nissan,Rare,2006,Hatchback,250000.0,1500.0,Diesel,Manual,3799.0,16,15625.0
4721,Skoda,Octavia,2017,Sedan,70000.0,1400.0,Petrol,Automatic,16500.0,5,14000.0
4722,Audi,A4,2003,Sedan,278412.0,2500.0,Diesel,Manual,3700.0,19,14653.263157894737
4723,Audi,A5,2015,Cabriolet,57000.0,2000.0,Petrol,Automatic,12999.0,7,8142.857142857143
4724,BMW,3 Series,2016,Universal,187000.0,2000.0,Diesel,Automatic,14999.0,6,31166.666666666668
4725,Volkswagen,Passat,1995,Sedan,350000.0,1800.0,Petrol,Manual,2000.0,27,12962.962962962964
