,Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year
26660,Volkswagen,Touran,2006,Minivan,155000.0,1400.0,Petrol,Manual,5000.0,16,9687.5
26661,Toyota,Avensis,2004,Sedan,190000.0,1998.0,Petrol,Manual,6000.0,18,10555.555555555557
26662,Ford,Rare,1998,SUV,280000.0,4000.0,Petrol,Automatic,4800.0,24,11666.666666666666
26663,Citroen,Berlingo,2009,Universal,24000.0,1400.0,Metan/Propan,Manual,3400.0,13,1846.1538461538464
26664,Nissan,Almera,1996,Sedan,320000.0,1400.0,Petrol,Manual,900.0,26,12307.692307692309
26665,Vaz,2121niva,2002,SUV,20000.0,1700.0,Petrol,Manual,2500.0,20,1000.0
26666,Renault,Laguna,2001,Sedan,200000.0,1778.0,Petrol,Manual,2200.0,21,9523.809523809525
26667,Mercedes,M Class,2006,SUV,150000.0,3500.0,Petrol,Automatic,5000.0,16,9375.0
26668,Renault,Rare,2010,Sedan,170000.0,1500.0,Diesel,Manual,5500.0,12,14166.666666666666
26669,Honda,Civic,2016,Sedan,82300.0,1496.0,Petrol,Automatic,13800.0,6,13716.666666666666
26670,Peugeot,Rare,1991,Coupe,283868.0,1900.0,Diesel,Manual,15000.0,31,9157.032258064515
26671,Mercedes,S Class,2001,Sedan,320000.0,3222.0,Diesel,Automatic,9300.0,21,15238.09523809524
26672,Skoda,Octavia,2010,Universal,240000.0,1400.0,Petrol,Manual,5850.0,12,20000.0
26673,BMW,Rare,2017,Hatchback,48009.0,2000.0,Petrol,Automatic,27750.0,5,9601.8
26674,Audi,A6,2013,Sedan,190000.0,1986.0,Petrol,Automatic,15000.0,9,21111.11111111111
26675,Mazda,6,2007,Universal,170000.0,2000.0,Metan/Propan,Automatic,3700.0,15,11333.333333333334
26676,Skoda,Fabia,2004,Universal,295000.0,1400.0,Diesel,Manual,3300.0,18,16388.88888888889
26677,Opel,Astra,1996,Universal,18000.0,1400.0,Petrol,Manual,1550.0,26,692.3076923076923
26678,Porsche,Cayenne,2016,SUV,40000.0,3000.0,Diesel,Automatic,55900.0,6,6666.666666666667
26679,Volkswagen,Altele,2008,Combi,500480.0,2498.0,Diesel,Manual,7500.0,14,35748.57142857143
26680,Volkswagen,Passat,2002,Universal,330000.0,1898.0,Diesel,Automatic,2500.0,20,16500.0
26681,Opel,Astra,1992,Universal,240000.0,1600.0,Petrol,Manual,800.0,30,8000.0
26682,Subaru,Rare,2008,SUV,215000.0,2000.0,Metan/Propan,Manual,8800.0,14,15357.142857142857
26683,Renault,Rare,2008,Sedan,135000.0,1500.0,Diesel,Manual,3350.0,14,9642.857142857143
26684,Toyota,Rare,2013,Universal,110000.0,1800.0,Hybrid,Automatic,9400.0,9,12222.222222222224
26685,Renault,Scenic,2006,Minivan,230000.0,1900.0,Diesel,Manual,4000.0,16,14375.0
26686,Volkswagen,Passat,2014,Universal,200000.0,1600.0,Diesel,Manual,10999.0,8,25000.0
26687,Mercedes,E Class,2005,Hatchback,310000.0,2200.0,Diesel,Automatic,7500.0,17,18235.29411764706
26688,Audi,A4,2014,Universal,181000.0,1999.0,Diesel,Automatic,17000.0,8,22625.0
26689,Peugeot,Rare,2000,Sedan,350000.0,1850.0,Petrol,Manual,1700.0,22,15909.09090909091
26690,BMW,3 Series,2007,Sedan,174000.0,2000.0,Diesel,Manual,7200.0,15,11600.0
26691,BMW,3 Series,1999,Sedan,298000.0,2000.0,Diesel,Manual,2350.0,23,12956.521739130434
26692,Volkswagen,Golf,1990,Hatchback,222222.0,1300.0,Petrol,Manual,650.0,32,6944.4375
26693,Dacia,Lodgy,2012,Minivan,230000.0,1500.0,Diesel,Manual,6700.0,10,23000.0
26694,Skoda,Superb,2011,Sedan,141000.0,1800.0,Petrol,Automatic,9800.0,11,12818.181818181818
26695,Honda,Rare,2002,Hatchback,227205.0,1246.0,Petrol,Manual,3300.0,20,11360.25
26696,Volkswagen,Passat,2009,Sedan,125000.0,1800.0,Petrol,Manual,6100.0,13,9615.384615384615
26697,Opel,Astra,2001,Universal,280000.0,1700.0,Diesel,Manual,2700.0,21,13333.333333333334
26698,Mercedes,Rare,1984,Sedan,250000.0,2200.0,Diesel,Automatic,1000.0,38,6578.9473684210525
26699,Hyundai,Tucson,2019,Crossover,14500.0,2000.0,Petrol,Automatic,21600.0,3,4833.333333333333
26700,Hyundai,Tucson,2019,SUV,14500.0,2000.0,Petrol,Automatic,21500.0,3,4833.333333333333
26701,Mazda,Rare,1994,Sedan,300000.0,2000.0,Petrol,Manual,900.0,28,10714.285714285714
26702,Opel,Rare,1991,Universal,10000.0,1700.0,Diesel,Manual,750.0,31,322.5806451612903
26703,Toyota,Auris,2012,Hatchback,148670.0,1400.0,Diesel,Manual,7500.0,10,14867.0
26704,BMW,3 Series,2004,Coupe,7777.0,2000.0,Diesel,Manual,3000.0,18,432.05555555555554
26705,Toyota,Camry,2020,Sedan,77926.0,2500.0,Hybrid,Automatic,16000.0,2,38963.0
26706,Hyundai,Sonata,2006,Sedan,290876.0,2000.0,Diesel,Automatic,4500.0,16,18179.75
26707,KIA,Rare,2019,Crossover,37749.0,1600.0,Hybrid,Automatic,8300.0,3,12583.0
26708,Toyota,Rav 4,2012,SUV,165000.0,2000.0,Petrol,Automatic,7100.0,10,16500.0
26709,KIA,Sportage,2012,Crossover,47000.0,2000.0,Petrol,Automatic,8150.0,10,4700.0
26710,Hyundai,Tucson,2007,SUV,135000.0,2700.0,Metan/Propan,Automatic,3900.0,15,9000.0
26711,Volkswagen,Passat,1990,Universal,270000.0,1800.0,Petrol,Manual,800.0,32,8437.5
26712,Skoda,Octavia,2005,Universal,235000.0,1600.0,Petrol,Manual,5650.0,17,13823.529411764706
26713,Toyota,Rav 4,2007,Crossover,126500.0,2400.0,Metan/Propan,Manual,5100.0,15,8433.333333333334
26714,Toyota,Yaris,2006,Hatchback,98000.0,1000.0,Petrol,Automatic,2700.0,16,6125.0
26715,Volkswagen,Golf,2008,Hatchback,115000.0,1400.0,Petrol,Automatic,2999.0,14,8214.285714285714
26716,Skoda,Superb,2017,Sedan,81000.0,2000.0,Diesel,Automatic,22200.0,5,16200.0
26717,Volkswagen,Polo,2010,Hatchback,102000.0,1400.0,Petrol,Automatic,4200.0,12,8500.0
26718,KIA,Rio,2014,Sedan,57000.0,1600.0,Petrol,Automatic,4400.0,8,7125.0
26719,Skoda,Fabia,2015,Hatchback,45000.0,1200.0,Petrol,Manual,3700.0,7,6428.571428571428
26720,Hyundai,Matrix,2010,Hatchback,136000.0,1500.0,Diesel,Manual,2700.0,12,11333.333333333334
26721,Skoda,Superb,2011,Sedan,180000.0,1900.0,Diesel,Manual,6300.0,11,16363.636363636364
26722,Audi,A4,1995,Sedan,240000.0,1800.0,Petrol,Automatic,1900.0,27,8888.888888888889
26723,Suzuki,Rare,2012,Hatchback,75000.0,1000.0,Petrol,Manual,2150.0,10,7500.0
26724,Mazda,Rare,2009,Hatchback,89250.0,1400.0,Petrol,Manual,2600.0,13,6865.384615384615
26725,Seat,Ibiza,2004,Hatchback,123000.0,1400.0,Petrol,Manual,1550.0,18,6833.333333333333
26726,Dacia,Logan,2006,Universal,196000.0,1400.0,Petrol,Manual,1550.0,16,12250.0
26727,Toyota,Urban Cruiser,2012,Hatchback,125000.0,1400.0,Diesel,Manual,3700.0,10,12500.0
26728,Mazda,Rare,2007,Hatchback,248000.0,1400.0,Diesel,Manual,3800.0,15,16533.333333333332
26729,Mercedes,GLC,2016,Crossover,57000.0,1998.0,Petrol,Automatic,28700.0,6,9500.0
26730,Dacia,Logan,2006,Sedan,350000.0,1400.0,Petrol,Manual,1700.0,16,21875.0
26731,Fiat,Rare,2001,Hatchback,180000.0,1900.0,Diesel,Manual,1650.0,21,8571.42857142857
26732,Nissan,X-Trail,2006,SUV,180000.0,2200.0,Diesel,Manual,2600.0,16,11250.0
26733,Chevrolet,Rare,2011,Sedan,115000.0,1400.0,Electric,Automatic,9700.0,11,10454.545454545454
26734,Volkswagen,Polo,2011,Hatchback,180000.0,1200.0,Petrol,Manual,4200.0,11,16363.636363636364
26735,Toyota,Auris,2013,Hatchback,172800.0,1400.0,Petrol,Manual,8699.0,9,19200.0
26736,Volkswagen,Passat,1998,Sedan,200000.0,1600.0,Petrol,Manual,2000.0,24,8333.333333333334
26737,Hyundai,Santa FE,2018,SUV,84000.0,2199.0,Diesel,Automatic,26799.0,4,21000.0
26738,Ford,Mondeo,2016,Universal,1900.0,1500.0,Diesel,Manual,10800.0,6,316.6666666666667
26739,Hyundai,Rare,2012,Sedan,175000.0,2000.0,Petrol,Automatic,7500.0,10,17500.0
26740,Mercedes,E Class,2007,Sedan,237000.0,2200.0,Diesel,Automatic,9700.0,15,15800.0
26741,Volkswagen,Rare,2009,Sedan,243000.0,3000.0,Diesel,Automatic,8499.0,13,18692.30769230769
26742,Dacia,Logan,2007,Universal,331000.0,1500.0,Diesel,Manual,3700.0,15,22066.666666666668
26743,Volvo,XC60,2016,Crossover,160000.0,2400.0,Diesel,Automatic,20200.0,6,26666.666666666668
26744,Volkswagen,Sharan,2002,Minivan,223000.0,1900.0,Diesel,Manual,3200.0,20,11150.0
26745,Volkswagen,Passat,2012,Universal,190000.0,1400.0,Metan/Propan,Automatic,8500.0,10,19000.0
26746,Lexus,Es Series,2013,Sedan,137000.0,2500.0,Hybrid,Automatic,15700.0,9,15222.222222222224
26747,Subaru,Rare,2015,Crossover,175689.0,2000.0,Hybrid,Automatic,12000.0,7,25098.42857142857
26748,Skoda,Octavia,2008,Hatchback,232000.0,1600.0,Petrol,Manual,3999.0,14,16571.428571428572
26749,KIA,Sorento,2010,SUV,220000.0,2200.0,Diesel,Manual,7000.0,12,18333.33333333333
26750,Renault,Megane,2013,Universal,165509.0,1500.0,Diesel,Manual,6600.0,9,18389.88888888889
26751,Rare,Rare,2008,Sedan,100000.0,1300.0,Petrol,Manual,1400.0,14,7142.857142857143
26752,Toyota,Camry,2006,Sedan,250333.0,2400.0,Metan/Propan,Manual,5000.0,16,15645.8125
26753,Volkswagen,Passat,2011,Sedan,185000.0,1900.0,Diesel,Manual,6500.0,11,16818.18181818182
26754,Dacia,Logan,2006,Sedan,120000.0,1400.0,Petrol,Manual,3299.0,16,7500.0
26755,Daewoo,Rare,2009,Sedan,300000.0,1500.0,Petrol,Manual,330.0,13,23076.92307692308
26756,Mercedes,M Class,2007,SUV,212656.0,3200.0,Diesel,Automatic,6750.0,15,14177.066666666668
26757,Opel,Astra,1994,Hatchback,250000.0,1600.0,Petrol,Automatic,1000.0,28,8928.57142857143
26758,BMW,3 Series,2017,Sedan,104000.0,2000.0,Petrol,Automatic,15800.0,5,20800.0
26759,Renault,Megane,2004,Hatchback,345000.0,1500.0,Diesel,Manual,2400.0,18,19166.666666666668
26760,Nissan,Rare,1998,Minivan,290000.0,2300.0,Diesel,Manual,1900.0,24,12083.333333333334
26761,Renault,Clio,2000,Hatchback,181000.0,1200.0,Petrol,Manual,1900.0,22,8227.272727272728
26762,Mercedes,E Class,2003,Sedan,320857.0,2700.0,Diesel,Automatic,2999.0,19,16887.21052631579
26763,Toyota,Yaris,2012,Hatchback,160000.0,1400.0,Diesel,Manual,6500.0,10,16000.0
26764,Dacia,Duster,2015,Crossover,163000.0,1500.0,Diesel,Manual,9300.0,7,23285.714285714286
26765,Opel,Astra,1996,Hatchback,300000.0,1400.0,Petrol,Manual,1500.0,26,11538.46153846154
26766,Audi,100,1994,Universal,11111.0,2000.0,Metan/Propan,Manual,1500.0,28,396.82142857142856
26767,Renault,Rare,1997,Hatchback,155000.0,1200.0,Petrol,Manual,1000.0,25,6200.0
26768,Renault,Grand Scenic,2014,Minivan,172000.0,1461.0,Diesel,Manual,7899.0,8,21500.0
26769,Toyota,Rav 4,2007,SUV,200000.0,2362.0,Metan/Propan,Automatic,8500.0,15,13333.333333333334
26770,Ford,Focus,2012,Universal,150000.0,1000.0,Petrol,Manual,5200.0,10,15000.0
26771,Infiniti,Rare,2016,SUV,105700.0,1500.0,Diesel,Automatic,15700.0,6,17616.666666666668
26772,Mitsubishi,Outlander,2014,SUV,168000.0,1998.0,Plug-in Hybrid,Automatic,12900.0,8,21000.0
26773,BMW,X3,2005,Universal,470000.0,1995.0,Diesel,Manual,7700.0,17,27647.058823529413
26774,Vaz,2106,1999,Sedan,115000.0,1500.0,Petrol,Manual,1200.0,23,5000.0
26775,Toyota,Camry,2012,Sedan,160000.0,2500.0,Petrol,Automatic,11500.0,10,16000.0
26776,Nissan,Qashqai,2008,Crossover,268000.0,1450.0,Diesel,Manual,6350.0,14,19142.85714285714
26777,Volkswagen,Caddy,2008,Minivan,278542.0,1592.0,Metan/Propan,Manual,4700.0,14,19895.85714285714
26778,Fiat,Rare,2018,Microvan,40000.0,1300.0,Diesel,Manual,9000.0,4,10000.0
26779,Renault,Laguna,2003,Universal,380000.0,1600.0,Metan/Propan,Manual,2700.0,19,20000.0
26780,Opel,Astra,2010,Hatchback,163000.0,1248.0,Diesel,Manual,5600.0,12,13583.333333333334
26781,Skoda,Octavia,2001,Sedan,300000.0,1600.0,Metan/Propan,Manual,3000.0,21,14285.714285714286
26782,Mercedes,C Class,1997,Sedan,200000.0,2151.0,Diesel,Automatic,4000.0,25,8000.0
26783,Mitsubishi,Rare,2017,Pickup,20433.0,2442.0,Diesel,Automatic,25000.0,5,4086.6
26784,BMW,5 Series,2000,Universal,350000.0,3000.0,Diesel,Manual,4800.0,22,15909.09090909091
26785,Honda,Civic,2008,Sedan,190000.0,1300.0,Hybrid,Automatic,4800.0,14,13571.42857142857
26786,Renault,Megane,2017,Universal,180560.0,1461.0,Diesel,Automatic,9700.0,5,36112.0
26787,Toyota,Corolla,2015,Sedan,60000.0,1800.0,Petrol,Automatic,9200.0,7,8571.42857142857
26788,Honda,Civic,2007,Sedan,250000.0,1300.0,Hybrid,Automatic,4800.0,15,16666.666666666668
26789,Toyota,Corolla Verso,2003,Microvan,370000.0,2000.0,Diesel,Manual,4500.0,19,19473.68421052632
26790,Renault,Scenic,2006,Minivan,230000.0,1500.0,Diesel,Manual,2900.0,16,14375.0
26791,BMW,7 Series,2012,Sedan,130000.0,2999.0,Petrol,Automatic,34999.0,10,13000.0
26792,Toyota,Rare,2012,Coupe,49000.0,2000.0,Petrol,Automatic,17000.0,10,4900.0
26793,Renault,Rare,2004,Sedan,220000.0,3000.0,Diesel,Automatic,1250.0,18,12222.222222222224
26794,Ford,Focus,2016,Universal,139000.0,1500.0,Diesel,Manual,9000.0,6,23166.666666666668
26795,Volkswagen,Passat,2000,Sedan,170000.0,1600.0,Petrol,Manual,3100.0,22,7727.272727272727
26796,Volkswagen,Touran,2003,Minivan,187000.0,1600.0,Petrol,Manual,4300.0,19,9842.105263157897
26797,Mercedes,E Class,2001,Universal,300000.0,2200.0,Diesel,Manual,4200.0,21,14285.714285714286
26798,BMW,X5,2004,SUV,189300.0,3000.0,Diesel,Automatic,6400.0,18,10516.666666666666
26799,Audi,A6,2006,Sedan,211000.0,3000.0,Diesel,Automatic,4900.0,16,13187.5
26800,BMW,5 Series,2017,Sedan,214000.0,2000.0,Diesel,Automatic,26499.0,5,42800.0
26801,Mercedes,M Class,2013,SUV,160000.0,2200.0,Diesel,Automatic,26999.0,9,17777.777777777777
26802,Land Rover,Rare,2016,SUV,161000.0,3000.0,Petrol,Automatic,44999.0,6,26833.33333333333
26803,Skoda,Superb,2016,Sedan,182000.0,1600.0,Diesel,Automatic,14999.0,6,30333.33333333333
26804,BMW,X5,2014,SUV,171000.0,2000.0,Diesel,Automatic,30999.0,8,21375.0
26805,Mitsubishi,Outlander,2015,Crossover,167000.0,2000.0,Plug-in Hybrid,Automatic,15500.0,7,23857.14285714286
26806,Audi,Rare,2016,Crossover,46000.0,2000.0,Petrol,Automatic,21499.0,6,7666.666666666667
26807,Toyota,Rav 4,2011,Crossover,199900.0,2200.0,Diesel,Automatic,13900.0,11,18172.727272727272
26808,Audi,Q7,2016,Crossover,97000.0,3000.0,Diesel,Automatic,45999.0,6,16166.666666666666
26809,Ford,Fusion,2018,Hatchback,45500.0,2000.0,Plug-in Hybrid,Automatic,16499.0,4,11375.0
26810,Volkswagen,Jetta,2018,Sedan,26000.0,1400.0,Petrol,Automatic,13500.0,4,6500.0
26811,Honda,Accord,2019,Sedan,37000.0,2000.0,Hybrid,Automatic,18900.0,3,12333.333333333334
26812,BMW,X3,2017,Crossover,120000.0,2000.0,Petrol,Automatic,24800.0,5,24000.0
26813,Mercedes,M Class,2012,Crossover,210000.0,2200.0,Diesel,Automatic,24499.0,10,21000.0
26814,Toyota,Auris,2007,Hatchback,268000.0,1400.0,Diesel,Manual,6299.0,15,17866.666666666668
26815,Volkswagen,Golf,2017,Hatchback,49000.0,2000.0,Petrol,Automatic,14999.0,5,9800.0
26816,Mercedes,GLK Class,2012,Crossover,136000.0,2200.0,Diesel,Automatic,18499.0,10,13600.0
26817,BMW,X3,2016,Crossover,198000.0,2000.0,Diesel,Automatic,20999.0,6,33000.0
26818,BMW,X5,2016,Crossover,43000.0,2000.0,Diesel,Automatic,42500.0,6,7166.666666666667
26819,Mercedes,M Class,2013,SUV,137000.0,2200.0,Diesel,Automatic,26999.0,9,15222.222222222224
26820,Mercedes,GLE,2018,SUV,59000.0,2143.0,Diesel,Automatic,45000.0,4,14750.0
26821,Mercedes,E Class,2014,Cabriolet,75000.0,1991.0,Petrol,Automatic,21000.0,8,9375.0
26822,Peugeot,Rare,2004,Microvan,300000.0,2000.0,Diesel,Manual,2100.0,18,16666.666666666668
26823,BMW,5 Series,2018,Sedan,49000.0,2000.0,Petrol,Automatic,29900.0,4,12250.0
26824,Mitsubishi,Rare,1999,SUV,40000.0,2800.0,Diesel,Automatic,4300.0,23,1739.1304347826087
26825,Renault,Rare,2006,Universal,259500.0,1500.0,Diesel,Manual,3750.0,16,16218.75
26826,Mazda,6,2006,Sedan,367000.0,1800.0,Metan/Propan,Manual,4399.0,16,22937.5
26827,Mercedes,E Class,2000,Sedan,111112.0,2700.0,Diesel,Automatic,5999.0,22,5050.545454545455
26828,Nissan,Micra,1994,Hatchback,380000.0,1000.0,Petrol,Manual,1200.0,28,13571.42857142857
26829,Mercedes,C Class,2005,Sedan,250000.0,2700.0,Diesel,Automatic,2900.0,17,14705.882352941177
26830,Hyundai,Tucson,2006,Hatchback,270356.0,2000.0,Metan/Propan,Manual,6500.0,16,16897.25
26831,Mercedes,E Class,2015,Sedan,175800.0,2200.0,Diesel,Automatic,17500.0,7,25114.285714285717
26832,Ford,Rare,2001,Universal,320000.0,1800.0,Diesel,Manual,1200.0,21,15238.09523809524
26833,Hyundai,Tucson,2012,SUV,120000.0,2000.0,Petrol,Manual,10000.0,10,12000.0
26834,Toyota,Avensis,2004,Universal,200000.0,2000.0,Diesel,Manual,2400.0,18,11111.111111111111
26835,Hyundai,Tucson,2012,SUV,100000.0,2000.0,Petrol,Manual,9500.0,10,10000.0
26836,BMW,Rare,2018,Sedan,60000.0,3000.0,Petrol,Automatic,39900.0,4,15000.0
26837,Toyota,Auris,2008,Hatchback,268000.0,1400.0,Diesel,Manual,5499.0,14,19142.85714285714
26838,Suzuki,Rare,2006,SUV,130000.0,1300.0,Petrol,Manual,6000.0,16,8125.0
26839,Volkswagen,Passat,1990,Sedan,4257.0,1800.0,Metan/Propan,Manual,1250.0,32,133.03125
26840,Land Rover,Range Rover,2003,SUV,180000.0,3000.0,Diesel,Automatic,12000.0,19,9473.684210526317
26841,Renault,Megane,2013,Universal,233890.0,1500.0,Diesel,Manual,6300.0,9,25987.777777777777
26842,Volkswagen,Jetta,2012,Sedan,150000.0,2000.0,Petrol,Automatic,7500.0,10,15000.0
26843,Opel,Vectra,1998,Hatchback,290000.0,2000.0,Petrol,Manual,2000.0,24,12083.333333333334
26844,Mercedes,Series (W124),1992,Sedan,364000.0,1983.0,Metan/Propan,Manual,2700.0,30,12133.333333333334
26845,BMW,X6,2011,Crossover,254175.0,400.0,Diesel,Automatic,27000.0,11,23106.81818181818
26846,Volkswagen,Golf,1992,Hatchback,111111.0,1300.0,Petrol,Manual,850.0,30,3703.7
26847,Vaz,Rare,1992,Universal,68000.0,1500.0,Petrol,Manual,650.0,30,2266.6666666666665
26848,Opel,Astra,1999,Universal,11111.0,1600.0,Metan/Propan,Manual,1500.0,23,483.0869565217391
26849,Opel,Astra,2004,Universal,176268.0,1600.0,Petrol,Manual,1500.0,18,9792.666666666666
26850,Citroen,Rare,2017,Minivan,161000.0,1600.0,Diesel,Manual,11999.0,5,32200.0
26851,Toyota,Rare,2021,Minivan,6000.0,2500.0,Hybrid,Automatic,28000.0,1,6000.0
26852,Mazda,6,2006,Universal,270000.0,2300.0,Metan/Propan,Manual,5000.0,16,16875.0
26853,Mercedes,Vito,1999,Minivan,508560.0,2200.0,Diesel,Manual,3250.0,23,22111.304347826088
26854,Mercedes,Series (W124),1990,Sedan,641059.0,2000.0,Diesel,Manual,3000.0,32,20033.09375
26855,Opel,Corsa,2013,Hatchback,172000.0,1300.0,Diesel,Manual,5450.0,9,19111.11111111111
26856,Opel,Astra,2005,Hatchback,300002.0,1600.0,Metan/Propan,Manual,3850.0,17,17647.176470588234
26857,Renault,Rare,2004,Minivan,330000.0,3000.0,Diesel,Automatic,4000.0,18,18333.33333333333
26858,Ford,Rare,1991,Combi,11111.0,1849.0,Diesel,Manual,799.0,31,358.4193548387097
26859,Dacia,Duster,2014,Crossover,160000.0,1500.0,Diesel,Manual,8200.0,8,20000.0
26860,Chevrolet,Aveo,2013,Sedan,145000.0,1400.0,Petrol,Manual,5100.0,9,16111.111111111111
26861,Toyota,Rav 4,2018,Crossover,37176.0,2500.0,Hybrid,Automatic,19600.0,4,9294.0
26862,Nissan,Rare,2020,Crossover,55389.0,1600.0,Petrol,Automatic,11000.0,2,27694.5
26863,Volkswagen,Passat,2017,Sedan,79403.0,1800.0,Petrol,Automatic,9000.0,5,15880.6
26864,Chevrolet,Rare,2016,Crossover,49500.0,1500.0,Petrol,Automatic,9800.0,6,8250.0
26865,Volvo,Rare,2011,Sedan,262200.0,2000.0,Diesel,Automatic,10999.0,11,23836.36363636364
26866,Dacia,Duster,2018,Crossover,70000.0,1500.0,Diesel,Manual,12600.0,4,17500.0
26867,Volkswagen,Passat,2011,Sedan,172000.0,1400.0,Petrol,Manual,8500.0,11,15636.363636363636
26868,Audi,A6,2004,Universal,249500.0,2500.0,Diesel,Automatic,6000.0,18,13861.111111111111
26869,Mitsubishi,Rare,2011,Crossover,224000.0,200.0,Metan/Propan,Automatic,9250.0,11,20363.636363636364
26870,KIA,Rio,2002,Universal,263000.0,1350.0,Petrol,Manual,1950.0,20,13150.0
26871,Suzuki,Rare,1991,SUV,277500.0,1600.0,Petrol,Automatic,1150.0,31,8951.612903225807
26872,Suzuki,Rare,2008,SUV,300000.0,1300.0,Petrol,Manual,5000.0,14,21428.571428571428
26873,Renault,Megane,2006,Sedan,250000.0,1600.0,Petrol,Manual,2750.0,16,15625.0
26874,Volkswagen,Touareg,2005,Crossover,285000.0,2500.0,Diesel,Automatic,7700.0,17,16764.70588235294
26875,BMW,3 Series,2008,Sedan,270150.0,2000.0,Petrol,Manual,6000.0,14,19296.42857142857
26876,Volkswagen,Passat,2001,Sedan,300000.0,1800.0,Petrol,Manual,2800.0,21,14285.714285714286
26877,Volkswagen,Vento,1995,Hatchback,200000.0,1800.0,Petrol,Manual,1500.0,27,7407.407407407408
26878,BMW,Rare,2019,SUV,32000.0,2000.0,Diesel,Automatic,45000.0,3,10666.666666666666
26879,Ford,Fiesta,1995,Coupe,44250.0,1100.0,Petrol,Manual,900.0,27,1638.888888888889
26880,BMW,5 Series,2017,Sedan,50000.0,2000.0,Petrol,Automatic,28900.0,5,10000.0
26881,Nissan,Juke,2011,Hatchback,140000.0,1500.0,Diesel,Manual,6699.0,11,12727.272727272728
26882,Chrysler,Rare,2005,Cabriolet,141000.0,2700.0,Petrol,Automatic,3000.0,17,8294.117647058823
26883,Opel,Meriva,2011,Hatchback,187000.0,1300.0,Diesel,Manual,5600.0,11,17000.0
26884,Hyundai,Tucson,2006,SUV,258000.0,1991.0,Diesel,Manual,3300.0,16,16125.0
26885,BMW,3 Series,1996,Sedan,300000.0,1900.0,Petrol,Manual,4100.0,26,11538.46153846154
26886,Mercedes,C Class,2010,Universal,280000.0,1800.0,Petrol,Automatic,8900.0,12,23333.33333333333
26887,Vaz,Rare,2001,Sedan,168000.0,1500.0,Metan/Propan,Manual,400.0,21,8000.0
26888,Skoda,Fabia,2005,Universal,250000.0,1400.0,Diesel,Manual,3950.0,17,14705.882352941177
26889,Renault,Kadjar,2019,Crossover,77000.0,1500.0,Diesel,Automatic,18990.0,3,25666.666666666668
26890,Infiniti,Rare,2016,Sedan,51000.0,2000.0,Petrol,Automatic,18490.0,6,8500.0
26891,Toyota,Auris,2011,Sedan,200000.0,1400.0,Diesel,Manual,6000.0,11,18181.81818181818
26892,Hyundai,Tucson,2016,Crossover,165000.0,1700.0,Diesel,Automatic,16350.0,6,27500.0
26893,Mercedes,C Class,1994,Sedan,395000.0,1997.0,Metan/Propan,Manual,2650.0,28,14107.142857142857
26894,Mercedes,Rare,2006,Sedan,290000.0,2998.0,Diesel,Automatic,7500.0,16,18125.0
26895,Ford,Fiesta,2008,Hatchback,125000.0,1200.0,Petrol,Manual,3200.0,14,8928.57142857143
26896,Volkswagen,Transporter,1992,Combi,999999.0,2400.0,Diesel,Manual,3000.0,30,33333.3
26897,Hyundai,Santa FE,2016,Crossover,147919.0,1999.0,Diesel,Automatic,16100.0,6,24653.166666666668
26898,Mercedes,Vito,2001,Universal,395000.0,2200.0,Diesel,Manual,2599.0,21,18809.52380952381
26899,Toyota,Avensis,2010,Universal,145000.0,1789.0,Metan/Propan,Automatic,7000.0,12,12083.333333333334
26900,Volkswagen,Jetta,2003,Sedan,200000.0,200.0,Petrol,Automatic,2500.0,19,10526.315789473683
26901,Audi,A6,2008,Sedan,200000.0,2400.0,Petrol,Automatic,7500.0,14,14285.714285714286
26902,Nissan,Qashqai,2014,Crossover,125000.0,1200.0,Petrol,Manual,7900.0,8,15625.0
26903,Toyota,Rav 4,2003,Crossover,146000.0,2000.0,Petrol,Manual,3600.0,19,7684.210526315789
26904,Honda,Civic,2006,Hatchback,189000.0,1500.0,Petrol,Manual,2500.0,16,11812.5
26905,Citroen,Rare,2008,Minivan,159000.0,2000.0,Petrol,Automatic,2900.0,14,11357.142857142857
26906,Suzuki,Rare,2008,SUV,189000.0,2000.0,Petrol,Manual,4500.0,14,13500.0
26907,Hyundai,Rare,2017,Crossover,12000.0,1600.0,Petrol,Automatic,9200.0,5,2400.0
26908,Volkswagen,Passat,2001,Universal,205700.0,1898.0,Diesel,Manual,1400.0,21,9795.238095238095
26909,Renault,Rare,2013,Hatchback,26000.0,1200.0,Petrol,Manual,3700.0,9,2888.8888888888887
26910,Toyota,Corolla,2014,Sedan,75000.0,1600.0,Petrol,Automatic,7200.0,8,9375.0
26911,Lexus,CT Series,2014,Sedan,123000.0,1800.0,Hybrid,Automatic,7700.0,8,15375.0
26912,Volkswagen,Rare,2007,Hatchback,123000.0,1400.0,Petrol,Manual,1550.0,15,8200.0
26913,Renault,Rare,2014,Crossover,149000.0,1500.0,Diesel,Automatic,10350.0,8,18625.0
26914,Skoda,Superb,2016,Sedan,250001.0,1600.0,Diesel,Automatic,14299.0,6,41666.833333333336
26915,Mercedes,A Class,2010,Hatchback,280000.0,1498.0,Metan/Propan,Manual,4400.0,12,23333.33333333333
26916,Audi,A4,2006,Sedan,200000.0,2000.0,Petrol,Manual,2200.0,16,12500.0
26917,Daewoo,Rare,2010,Sedan,130000.0,800.0,Petrol,Manual,1500.0,12,10833.333333333334
